league,Team,Conf/Div,Win Total,Over,Under,Imp P(Over),Imp P(Under),P(Over) devig,E[Wins],Brand,Popularity,Avg Capture,OOU Games,On-Field EV,Off-Field EV,IPO EV,Contested Off-Field %,Discount,Listed IPO
NCAA,Troy,Sun Belt,6.5,-155,120,0.60784313725490191,0.45454545454545453,0.57214765100671139,6.9000580758988148,22,36.200000000000003,0.51239999999999997,1,34.500290379494075,16.591000000000001,51.091290379494076,0.27580043282006328,2.2871981741666162E-2,49.92
NCAA,TCU,Big 12,6.5,-155,120,0.60784313725490191,0.45454545454545453,0.57214765100671139,6.9000580758988148,48,51.8,0.51170000000000004,1,34.500290379494075,16.571750000000002,51.072040379494076,0.27552746856085952,2.2857256349198787E-2,49.9
NCAA,Illinois,Big Ten,7.5,125,-160,0.44444444444444442,0.61538461538461542,0.41935483870967738,7.0522026906285298,45,50.51,0.4783,1,35.261013453142652,15.65325,50.914263453142652,0.25834116233666388,2.1930119935977585E-2,49.800000000000004
NCAA,San Diego State,Pac-12,6.5,-145,115,0.59183673469387754,0.46511627906976744,0.55994611585092058,6.8318317229924643,26,38.369999999999997,0.50309999999999999,1,34.159158614962323,16.335249999999998,50.494408614962325,0.27399568347257336,2.2774622319870253E-2,49.34
NCAA,Wisconsin,Big Ten,6.5,-125,100,0.55555555555555558,0.5,0.52631578947368418,6.6452259872268495,68,62.95,0.53439999999999999,1,33.226129936134249,17.196000000000002,50.422129936134255,0.29145932586771461,2.3716719973711331E-2,49.230000000000004
NCAA,Sacramento State,FCS-Universe,4.5,-125,-105,0.55555555555555558,0.51219512195121952,0.52030456852791884,4.6120195979133776,16,24.97,0.376,10,23.060097989566888,26.880000000000003,49.940097989566894,3.7645100343871127E-2,0,49.94
NCAA,Auburn,SEC,6.5,-120,-110,0.54545454545454541,0.52380952380952384,0.51012145748987858,6.5558215985464079,76,67.45,0.52710000000000001,1,32.779107992732037,16.995249999999999,49.774357992732035,0.29121922581335091,2.370376748116796E-2,48.59
NCAA,Arizona State,Big 12,6.5,-130,100,0.56521739130434778,0.5,0.53061224489795922,6.6689797466926981,44,48.63,0.49519999999999997,1,33.344898733463488,16.117999999999999,49.46289873346349,0.27531746720672712,2.2845927568034177E-2,48.33
NCAA,Missouri,SEC,6.5,-135,105,0.57446808510638303,0.48780487804878048,0.54079140205178311,6.7253409454810624,55,55.42,0.47649999999999998,1,33.626704727405311,15.603749999999998,49.230454727405309,0.26617162227237123,2.2352543721749725E-2,48.13
NCAA,Georgia Tech,ACC,6.5,-105,-120,0.51219512195121952,0.54545454545454541,0.48427672955974843,6.4132702728278108,42,46.58,0.495,1,32.066351364139052,16.112500000000001,48.178851364139049,0.28254098249698389,2.323560897890236E-2,47.06
NCAA,Nebraska,Big Ten,6.5,120,-155,0.45454545454545453,0.60784313725490191,0.42785234899328861,6.0999419241011852,74,64.73,0.54149999999999998,1,30.499709620505925,17.391249999999999,47.890959620505924,0.31094073115260512,2.4767668326703764E-2,46.7
NCAA,Central Michigan,MAC,6.5,110,-140,0.47619047619047616,0.58333333333333337,0.449438202247191,6.2204221201109373,22,33.93,0.51780000000000004,1,31.102110600554688,16.7395,47.841610600554688,0.29763839095824468,2.405005723480523E-2,46.69
NCAA,Florida State,ACC,6.5,150,-200,0.4,0.66666666666666663,0.375,5.7989933992783742,75,64.33,0.57769999999999999,1,28.99496699639187,18.386749999999999,47.381716996391873,0.33529283038032959,2.6081372251088253E-2,46.15
NCAA,UCLA,Big Ten,6.5,-110,-115,0.52380952380952384,0.53488372093023251,0.4947698744769875,6.4711572166299209,54,53.97,0.49399999999999999,0,32.355786083149603,14.82,47.175786083149603,0.31414420893547029,2.4940483873144924E-2,46
NCAA,Appalachian State,Sun Belt,5.5,-165,130,0.62264150943396224,0.43478260869565216,0.58882854926299455,5.9939717250562676,30,37.979999999999997,0.52490000000000003,1,29.96985862528134,16.934750000000001,46.904608625281341,0.30774694476865855,2.459537559468912E-2,45.75
NCAA,South Carolina,SEC,6.5,115,-145,0.46511627906976744,0.59183673469387754,0.44005388414907948,6.1681682770075357,63,58.36,0.4899,1,30.840841385037677,15.972249999999999,46.81309138503768,0.28778808665274297,2.3518670461882323E-2,45.71
NCAA,West Virginia,Big 12,5.5,-175,135,0.63636363636363635,0.42553191489361702,0.59927140255009104,6.0532156690655388,52,51.38,0.50949999999999995,1,30.266078345327692,16.51125,46.777328345327689,0.29953078757648843,2.4152144896350584E-2,45.65
NCAA,Arkansas State,Sun Belt,5.5,-200,155,0.66666666666666663,0.39215686274509803,0.62962962962962954,6.2279196577981217,18,31.56,0.4768,1,31.139598288990609,15.611999999999998,46.751598288990607,0.28046099983468809,2.3123401757645691E-2,45.67
